,index,level_0,level_1,Bldg:,Room:,Days:,Time:,Class Enrl Tot:,start_time,end_time
3050,3050,SPAN, 203,Dey Hall,0208,MWF,12:20 - 13:10,19,1900-01-01 13:05:00,1900-01-01 13:55:00
3016,3016,SPAN, 105,Dey Hall,0208,MWF,13:25 - 14:15,18,1900-01-01 14:25:00,1900-01-01 15:15:00
3018,3018,SPAN, 105,Dey Hall,0208,MWF,14:30 - 15:20,19,1900-01-01 15:45:00,1900-01-01 16:35:00
3019,3019,SPAN, 105,Dey Hall,0208,MWF,15:35 - 16:25,17,1900-01-01 17:05:00,1900-01-01 17:55:00
2952,2952,PORT, 101,Dey Hall,0209,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
2953,2953,PORT, 101,Dey Hall,0209,MWF,09:05 - 09:55,17,1900-01-01 09:20:00,1900-01-01 10:10:00
2954,2954,PORT, 101,Dey Hall,0209,MWF,10:10 - 11:00,19,1900-01-01 10:40:00,1900-01-01 11:30:00
2968,2968,PORT, 385,Dey Hall,0209,MWF,11:15 - 12:05,19,1900-01-01 12:00:00,1900-01-01 12:50:00
3042,3042,SPAN, 203,Dey Hall,0209,MWF,12:20 - 13:10,19,1900-01-01 13:20:00,1900-01-01 14:10:00
2970,2970,PORT, 401,Dey Hall,0209,MWF,13:25 - 14:15,20,1900-01-01 14:40:00,1900-01-01 15:30:00
3061,3061,SPAN, 203,Dey Hall,0209,MWF,14:30 - 15:20,16,1900-01-01 16:00:00,1900-01-01 16:50:00
3023,3023,SPAN, 203,Dey Hall,0210,MWF,08:00 - 08:50,17,1900-01-01 08:00:00,1900-01-01 08:50:00
3078,3078,SPAN, 255,Dey Hall,0210,MWF,09:05 - 09:55,17,1900-01-01 09:20:00,1900-01-01 10:10:00
2961,2961,PORT, 203,Dey Hall,0210,MWF,10:10 - 11:00,17,1900-01-01 10:40:00,1900-01-01 11:30:00
2962,2962,PORT, 203,Dey Hall,0210,MWF,11:15 - 12:05,16,1900-01-01 12:00:00,1900-01-01 12:50:00
2941,2941,ITAL, 203,Dey Hall,0210,MWF,12:20 - 13:10,18,1900-01-01 13:20:00,1900-01-01 14:10:00
1860,1860,HIST, 206,Dey Hall,0210,F,13:25 - 14:15,14,1900-01-01 14:40:00,1900-01-01 15:30:00
2741,2741,PWAD, 206,Dey Hall,0210,F,13:25 - 14:15,6,1900-01-01 16:00:00,1900-01-01 16:50:00
45,45,AMST, 101,Dey Hall,0210,F,14:30 - 15:20,18,1900-01-01 17:20:00,1900-01-01 18:10:00
3022,3022,SPAN, 203,Dey Hall,0301,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
3105,3105,SPAN, 321,Dey Hall,0301,MWF,09:05 - 09:55,21,1900-01-01 09:20:00,1900-01-01 10:10:00
3100,3100,SPAN, 301,Dey Hall,0301,MWF,10:10 - 11:00,19,1900-01-01 10:40:00,1900-01-01 11:30:00
2955,2955,PORT, 101,Dey Hall,0301,MWF,11:15 - 12:05,20,1900-01-01 12:00:00,1900-01-01 12:50:00
2963,2963,PORT, 203,Dey Hall,0301,MWF,12:20 - 13:10,18,1900-01-01 13:20:00,1900-01-01 14:10:00
2920,2920,FREN, 300,Dey Hall,0301,MWF,13:25 - 14:15,10,1900-01-01 14:40:00,1900-01-01 15:30:00
2996,2996,SPAN, 105,Dey Hall,0302,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
3030,3030,SPAN, 203,Dey Hall,0302,MWF,09:05 - 09:55,18,1900-01-01 09:20:00,1900-01-01 10:10:00
2958,2958,PORT, 102,Dey Hall,0302,MWF,10:10 - 11:00,21,1900-01-01 10:40:00,1900-01-01 11:30:00
2906,2906,FREN, 203,Dey Hall,0302,MWF,11:15 - 12:05,18,1900-01-01 12:00:00,1900-01-01 12:50:00
2956,2956,PORT, 101,Dey Hall,0302,MWF,12:20 - 13:10,20,1900-01-01 13:20:00,1900-01-01 14:10:00
2964,2964,PORT, 203,Dey Hall,0302,MWF,13:25 - 14:15,17,1900-01-01 14:40:00,1900-01-01 15:30:00
22,22,AAAD, 421,Dey Hall,0302,MWF,15:35 - 16:25,11,1900-01-01 16:00:00,1900-01-01 16:50:00
2927,2927,ITAL, 101,Dey Hall,0303,MWF,08:00 - 08:50,18,1900-01-01 08:00:00,1900-01-01 08:50:00
3024,3024,SPAN, 203,Dey Hall,0303,MWF,09:05 - 09:55,20,1900-01-01 09:20:00,1900-01-01 10:10:00
1235,1235,ENGL, 329,Dey Hall,0303,MWF,10:10 - 11:00,20,1900-01-01 10:40:00,1900-01-01 11:30:00
3087,3087,SPAN, 261,Dey Hall,0303,MWF,11:15 - 12:05,20,1900-01-01 12:00:00,1900-01-01 12:50:00
3048,3048,SPAN, 203,Dey Hall,0303,MWF,12:20 - 13:10,18,1900-01-01 13:20:00,1900-01-01 14:10:00
3054,3054,SPAN, 203,Dey Hall,0303,MWF,13:25 - 14:15,20,1900-01-01 14:40:00,1900-01-01 15:30:00
3063,3063,SPAN, 203,Dey Hall,0303,MWF,14:30 - 15:20,13,1900-01-01 16:00:00,1900-01-01 16:50:00
197,197,ANTH, 284,Dey Hall,0304,MWF,09:05 - 09:55,32,1900-01-01 09:05:00,1900-01-01 09:55:00
2720,2720,PSYC, 602,Dey Hall,0304,MWF,10:10 - 11:00,32,1900-01-01 10:25:00,1900-01-01 11:15:00
2008,2008,LING, 525,Dey Hall,0304,MWF,11:15 - 12:05,13,1900-01-01 11:45:00,1900-01-01 12:35:00
227,227,ANTH, 541,Dey Hall,0304,MWF,12:20 - 13:10,3,1900-01-01 13:05:00,1900-01-01 13:55:00
2011,2011,LING, 541,Dey Hall,0304,MWF,12:20 - 13:10,25,1900-01-01 14:25:00,1900-01-01 15:15:00
226,226,ANTH, 520,Dey Hall,0304,MWF,13:25 - 14:15,1,1900-01-01 15:45:00,1900-01-01 16:35:00
2007,2007,LING, 520,Dey Hall,0304,MWF,13:25 - 14:15,12,1900-01-01 17:05:00,1900-01-01 17:55:00
2649,2649,NSCI, 320,Dey Hall,0304,MWF,14:30 - 15:20,32,1900-01-01 18:25:00,1900-01-01 19:15:00
1733,1733,HIST, 106,Dey Hall,0305,MWF,09:05 - 09:55,37,1900-01-01 09:05:00,1900-01-01 09:55:00
2974,2974,ROML,  89,Dey Hall,0305,MWF,10:10 - 11:00,22,1900-01-01 10:25:00,1900-01-01 11:15:00
3021,3021,SPAN, 203,Dey Hall,0306,MWF,08:00 - 08:50,21,1900-01-01 08:00:00,1900-01-01 08:50:00
3066,3066,SPAN, 204,Dey Hall,0306,MWF,09:05 - 09:55,15,1900-01-01 09:20:00,1900-01-01 10:10:00
3122,3122,SPAN, 360,Dey Hall,0306,MWF,10:10 - 11:00,19,1900-01-01 10:40:00,1900-01-01 11:30:00
3099,3099,SPAN, 300,Dey Hall,0306,MWF,11:15 - 12:05,20,1900-01-01 12:00:00,1900-01-01 12:50:00
3088,3088,SPAN, 261,Dey Hall,0306,MWF,12:20 - 13:10,19,1900-01-01 13:20:00,1900-01-01 14:10:00
2957,2957,PORT, 101,Dey Hall,0306,MWF,13:25 - 14:15,22,1900-01-01 14:40:00,1900-01-01 15:30:00
3060,3060,SPAN, 203,Dey Hall,0306,MWF,14:30 - 15:20,18,1900-01-01 16:00:00,1900-01-01 16:50:00
2263,2263,PHIL, 110,Dey Hall,0307,MWF,08:00 - 08:50,39,1900-01-01 08:00:00,1900-01-01 08:50:00
3068,3068,SPAN, 204,Dey Hall,0307,MWF,10:10 - 11:00,20,1900-01-01 10:10:00,1900-01-01 11:00:00
3080,3080,SPAN, 255,Dey Hall,0307,MWF,11:15 - 12:05,15,1900-01-01 11:30:00,1900-01-01 12:20:00
3047,3047,SPAN, 203,Dey Hall,0307,MWF,12:20 - 13:10,20,1900-01-01 12:50:00,1900-01-01 13:40:00
3053,3053,SPAN, 203,Dey Hall,0307,MWF,13:25 - 14:15,20,1900-01-01 14:10:00,1900-01-01 15:00:00
1095,1095,ENGL, 105,Dey Hall,0313,MWF,10:10 - 11:00,16,1900-01-01 10:10:00,1900-01-01 11:00:00
1772,1772,HIST, 127,Dey Hall,0313,F,11:15 - 12:05,18,1900-01-01 11:30:00,1900-01-01 12:20:00
329,329,ASIA, 180,Dey Hall,0313,F,12:20 - 13:10,1,1900-01-01 12:50:00,1900-01-01 13:40:00
2854,2854,RELI, 180,Dey Hall,0313,F,12:20 - 13:10,15,1900-01-01 14:10:00,1900-01-01 15:00:00
2835,2835,RELI, 121,Dey Hall,0313,F,13:25 - 14:15,20,1900-01-01 15:30:00,1900-01-01 16:20:00
1013,1013,CMPL, 463,Dey Hall,0313,MWF,14:30 - 15:20,20,1900-01-01 16:50:00,1900-01-01 17:40:00
2999,2999,SPAN, 105,Dey Hall,0401,MWF,08:00 - 08:50,20,1900-01-01 08:00:00,1900-01-01 08:50:00
57,57,AMST, 110,Dey Hall,0401,F,09:05 - 09:55,2,1900-01-01 09:20:00,1900-01-01 10:10:00
1749,1749,HIST, 110,Dey Hall,0401,F,09:05 - 09:55,15,1900-01-01 10:40:00,1900-01-01 11:30:00
1695,1695,GERM, 301,Dey Hall,0401,MWF,10:10 - 11:00,13,1900-01-01 12:00:00,1900-01-01 12:50:00
1834,1834,HIST, 144,Dey Hall,0401,F,11:15 - 12:05,17,1900-01-01 13:20:00,1900-01-01 14:10:00
3249,3249,WGST, 144,Dey Hall,0401,F,11:15 - 12:05,2,1900-01-01 14:40:00,1900-01-01 15:30:00
1692,1692,GERM, 204,Dey Hall,0401,MWF,12:20 - 13:10,14,1900-01-01 16:00:00,1900-01-01 16:50:00
1693,1693,GERM, 204,Dey Hall,0401,MWF,13:25 - 14:15,13,1900-01-01 17:20:00,1900-01-01 18:10:00
1713,1713,PLSH, 401,Dey Hall,0401,MWF,14:30 - 15:20,6,1900-01-01 18:40:00,1900-01-01 19:30:00
2998,2998,SPAN, 105,Dey Hall,0402,MWF,08:00 - 08:50,18,1900-01-01 08:00:00,1900-01-01 08:50:00
1687,1687,GERM, 203,Dey Hall,0402,MWF,09:05 - 09:55,12,1900-01-01 09:20:00,1900-01-01 10:10:00
1688,1688,GERM, 203,Dey Hall,0402,MWF,10:10 - 11:00,18,1900-01-01 10:40:00,1900-01-01 11:30:00
1689,1689,GERM, 203,Dey Hall,0402,MWF,11:15 - 12:05,19,1900-01-01 12:00:00,1900-01-01 12:50:00
1690,1690,GERM, 203,Dey Hall,0402,MWF,12:20 - 13:10,17,1900-01-01 13:20:00,1900-01-01 14:10:00
1691,1691,GERM, 203,Dey Hall,0402,MWF,13:25 - 14:15,16,1900-01-01 14:40:00,1900-01-01 15:30:00
1808,1808,HIST, 140,Dey Hall,0403,F,10:10 - 11:00,16,1900-01-01 10:10:00,1900-01-01 11:00:00
1708,1708,GSLL, 212,Dey Hall,0403,F,11:15 - 12:05,29,1900-01-01 11:30:00,1900-01-01 12:20:00
1709,1709,GSLL, 212,Dey Hall,0403,F,12:20 - 13:10,29,1900-01-01 12:50:00,1900-01-01 13:40:00
1723,1723,RUSS, 278,Dey Hall,0403,F,13:25 - 14:15,28,1900-01-01 14:10:00,1900-01-01 15:00:00
1724,1724,RUSS, 278,Dey Hall,0403,F,14:30 - 15:20,24,1900-01-01 15:30:00,1900-01-01 16:20:00
991,991,CMPL, 120,Dey Hall,0404,F,09:05 - 09:55,15,1900-01-01 09:05:00,1900-01-01 09:55:00
827,827,COMM, 170,Dey Hall,0404,MWF,10:10 - 11:00,26,1900-01-01 10:25:00,1900-01-01 11:15:00
1721,1721,RUSS, 203,Dey Hall,0404,MWF,11:15 - 12:05,18,1900-01-01 11:45:00,1900-01-01 12:35:00
1026,1026,ENGL, 100,Dey Hall,0404,MWF,12:20 - 13:10,14,1900-01-01 13:05:00,1900-01-01 13:55:00
2798,2798,JWST, 103,Dey Hall,0404,F,13:25 - 14:15,2,1900-01-01 14:25:00,1900-01-01 15:15:00
2823,2823,RELI, 103,Dey Hall,0404,F,13:25 - 14:15,19,1900-01-01 15:45:00,1900-01-01 16:35:00
1910,1910,HIST, 285,Dey Hall,0404,F,14:30 - 15:20,18,1900-01-01 17:05:00,1900-01-01 17:55:00
34,34,WOLO, 403,Dey Hall,0405,MWF,09:05 - 09:55,1,1900-01-01 09:05:00,1900-01-01 09:55:00
1720,1720,RUSS, 203,Dey Hall,0405,MWF,10:10 - 11:00,14,1900-01-01 10:25:00,1900-01-01 11:15:00
1015,1015,CMPL, 469,Dey Hall,0405,MWF,11:15 - 12:05,9,1900-01-01 11:45:00,1900-01-01 12:35:00
1677,1677,CZCH, 469,Dey Hall,0405,MWF,11:15 - 12:05,6,1900-01-01 13:05:00,1900-01-01 13:55:00
411,411,TURK, 203,Dey Hall,0405,MWF,13:25 - 14:15,7,1900-01-01 14:25:00,1900-01-01 15:15:00
2891,2891,FREN, 102,Dey Hall,0410,MWF,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
1719,1719,RUSS, 203,Dey Hall,0410,MWF,10:10 - 11:00,19,1900-01-01 10:25:00,1900-01-01 11:15:00
3110,3110,SPAN, 325,Dey Hall,0410,MWF,11:15 - 12:05,20,1900-01-01 11:45:00,1900-01-01 12:35:00
1696,1696,GERM, 301,Dey Hall,0410,MWF,13:25 - 14:15,10,1900-01-01 13:25:00,1900-01-01 14:15:00
1678,1678,DTCH, 402,Dey Hall,0410,MWF,14:30 - 15:20,23,1900-01-01 14:45:00,1900-01-01 15:35:00
1676,1676,CZCH, 401,Dey Hall,0412,MWF,09:05 - 09:55,14,1900-01-01 09:05:00,1900-01-01 09:55:00
1726,1726,RUSS, 411,Dey Hall,0412,MWF,10:10 - 11:00,9,1900-01-01 10:25:00,1900-01-01 11:15:00
1725,1725,RUSS, 409,Dey Hall,0412,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
3083,3083,SPAN, 261,Dey Hall,107A,MWF,08:00 - 08:50,15,1900-01-01 08:00:00,1900-01-01 08:50:00
372,372,HEBR, 101,Dey Hall,107A,MWF,09:05 - 09:55,14,1900-01-01 09:20:00,1900-01-01 10:10:00
3106,3106,SPAN, 321,Dey Hall,107A,MWF,10:10 - 11:00,17,1900-01-01 10:40:00,1900-01-01 11:30:00
373,373,HEBR, 101,Dey Hall,107A,MWF,12:20 - 13:10,17,1900-01-01 12:20:00,1900-01-01 13:10:00
84,84,CHER, 101,Dey Hall,107A,MWF,13:25 - 14:15,13,1900-01-01 13:40:00,1900-01-01 14:30:00
819,819,COMM, 140,Dey Hall,303A,F,09:05 - 09:55,20,1900-01-01 09:05:00,1900-01-01 09:55:00
1925,1925,HIST, 369,Dey Hall,303A,F,10:10 - 11:00,14,1900-01-01 10:25:00,1900-01-01 11:15:00
2767,2767,PWAD, 369,Dey Hall,303A,F,10:10 - 11:00,3,1900-01-01 11:45:00,1900-01-01 12:35:00
50,50,AMST, 110,Dey Hall,303A,F,11:15 - 12:05,2,1900-01-01 13:05:00,1900-01-01 13:55:00
1742,1742,HIST, 110,Dey Hall,303A,F,11:15 - 12:05,15,1900-01-01 14:25:00,1900-01-01 15:15:00
51,51,AMST, 110,Dey Hall,303A,F,12:20 - 13:10,2,1900-01-01 15:45:00,1900-01-01 16:35:00
1743,1743,HIST, 110,Dey Hall,303A,F,12:20 - 13:10,15,1900-01-01 17:05:00,1900-01-01 17:55:00
2483,2483,PLCY, 698,Dey Hall,303A,F,13:25 - 14:15,15,1900-01-01 18:25:00,1900-01-01 19:15:00
1476,1476,EXSS, 273,Fetzer Hall,0104,MWF,10:10 - 11:00,40,1900-01-01 10:10:00,1900-01-01 11:00:00
210,210,ANTH, 390,Fetzer Hall,0104,MWF,11:15 - 12:05,29,1900-01-01 11:30:00,1900-01-01 12:20:00
2997,2997,SPAN, 105,Fetzer Hall,0106,MWF,08:00 - 08:50,21,1900-01-01 08:00:00,1900-01-01 08:50:00
3164,3164,SOCI, 125,Fetzer Hall,0106,MWF,10:10 - 11:00,57,1900-01-01 10:10:00,1900-01-01 11:00:00
2886,2886,FREN, 101,Fetzer Hall,0106,MWF,12:20 - 13:10,13,1900-01-01 12:20:00,1900-01-01 13:10:00
2887,2887,FREN, 101,Fetzer Hall,0106,MWF,12:20 - 13:10,12,1900-01-01 13:40:00,1900-01-01 14:30:00
2646,2646,NSCI, 225,Fetzer Hall,0109,MWF,12:20 - 13:10,120,1900-01-01 12:20:00,1900-01-01 13:10:00
182,182,ANTH, 270,Fetzer Hall,0109,MWF,13:25 - 14:15,104,1900-01-01 13:40:00,1900-01-01 14:30:00
1547,1547,LFIT, 129,Fetzer Hall,0121,F,09:05 - 09:55,26,1900-01-01 09:05:00,1900-01-01 09:55:00
1548,1548,LFIT, 129,Fetzer Hall,0121,F,10:10 - 11:00,35,1900-01-01 10:25:00,1900-01-01 11:15:00
1549,1549,LFIT, 129,Fetzer Hall,0121,F,11:15 - 12:05,24,1900-01-01 11:45:00,1900-01-01 12:35:00
908,908,COMP, 411,Fred Brooks Hall at ,F007,F,09:05 - 10:20,39,1900-01-01 09:05:00,1900-01-01 10:20:00
897,897,COMP, 401,Fred Brooks Hall at ,F007,F,11:15 - 12:05,51,1900-01-01 11:15:00,1900-01-01 12:05:00
899,899,COMP, 401,Fred Brooks Hall at ,F007,F,12:20 - 13:10,46,1900-01-01 12:35:00,1900-01-01 13:25:00
906,906,COMP, 411,Fred Brooks Hall at ,F009,F,11:15 - 12:30,77,1900-01-01 11:15:00,1900-01-01 12:30:00
932,932,COMP, 790,Fred Brooks Hall at ,F141,F,09:00 - 11:30,27,1900-01-01 09:00:00,1900-01-01 11:30:00
1342,1342,ECON, 410,Gardner,0001,F,08:00 - 08:50,13,1900-01-01 08:00:00,1900-01-01 08:50:00
1379,1379,ECON, 701,Gardner,0001,F,09:05 - 09:55,19,1900-01-01 09:20:00,1900-01-01 10:10:00
2474,2474,PLCY, 460,Gardner,0001,F,10:10 - 11:00,21,1900-01-01 10:40:00,1900-01-01 11:30:00
2475,2475,PLCY, 460,Gardner,0001,F,11:15 - 12:05,24,1900-01-01 12:00:00,1900-01-01 12:50:00
1383,1383,ECON, 720,Gardner,0001,F,13:25 - 14:15,23,1900-01-01 13:25:00,1900-01-01 14:15:00
1577,1577,GEOG, 210,Gardner,0007,F,10:10 - 11:00,1,1900-01-01 10:10:00,1900-01-01 11:00:00
1664,1664,GLBL, 210,Gardner,0007,F,10:10 - 11:00,15,1900-01-01 11:30:00,1900-01-01 12:20:00
1867,1867,HIST, 210,Gardner,0007,F,10:10 - 11:00,1,1900-01-01 12:50:00,1900-01-01 13:40:00
2570,2570,POLI, 210,Gardner,0007,F,10:10 - 11:00,2,1900-01-01 14:10:00,1900-01-01 15:00:00
2276,2276,PHIL, 160,Gardner,0007,F,11:15 - 12:05,24,1900-01-01 15:30:00,1900-01-01 16:20:00
2902,2902,FREN, 150,Gardner,0007,MWF,12:20 - 13:10,13,1900-01-01 16:50:00,1900-01-01 17:40:00
1381,1381,ECON, 710,Gardner,0007,F,14:30 - 15:20,28,1900-01-01 18:10:00,1900-01-01 19:00:00
660,660,CHEM, 241,Gardner,0008,MWF,09:05 - 09:55,99,1900-01-01 09:05:00,1900-01-01 09:55:00
2033,2033,MATH, 110,Gardner,0008,MWF,10:10 - 11:00,80,1900-01-01 10:25:00,1900-01-01 11:15:00
1309,1309,ECON, 310,Gardner,0008,MWF,12:20 - 13:10,87,1900-01-01 12:20:00,1900-01-01 13:10:00
3145,3145,MNGT, 310,Gardner,0008,MWF,12:20 - 13:10,9,1900-01-01 13:40:00,1900-01-01 14:30:00
3205,3205,STOR, 215,Gardner,0105,MWF,08:00 - 08:50,104,1900-01-01 08:00:00,1900-01-01 08:50:00
3196,3196,STOR, 155,Gardner,0105,MWF,10:10 - 11:00,117,1900-01-01 10:10:00,1900-01-01 11:00:00
3197,3197,STOR, 155,Gardner,0105,MWF,11:15 - 12:05,118,1900-01-01 11:30:00,1900-01-01 12:20:00
3211,3211,STOR, 415,Gardner,0105,MWF,12:20 - 13:10,105,1900-01-01 12:50:00,1900-01-01 13:40:00
3199,3199,STOR, 155,Gardner,0105,MWF,13:25 - 14:15,120,1900-01-01 14:10:00,1900-01-01 15:00:00
2675,2675,PSYC, 230,Gardner,0105,MWF,14:30 - 15:20,119,1900-01-01 15:30:00,1900-01-01 16:20:00
1385,1385,ECON, 770,Gardner,0106,F,08:00 - 08:50,31,1900-01-01 08:00:00,1900-01-01 08:50:00
1392,1392,ECON, 970,Gardner,0106,F,09:30 - 10:45,4,1900-01-01 09:30:00,1900-01-01 10:45:00
1446,1446,EURO,  89,Gardner,0106,MWF,12:20 - 13:10,22,1900-01-01 12:20:00,1900-01-01 13:10:00
1337,1337,ECON, 410,Gardner,0209,F,08:00 - 08:50,35,1900-01-01 08:00:00,1900-01-01 08:50:00
2472,2472,PLCY, 460,Gardner,0209,F,09:05 - 09:55,11,1900-01-01 09:20:00,1900-01-01 10:10:00
2473,2473,PLCY, 460,Gardner,0209,F,10:10 - 11:00,19,1900-01-01 10:40:00,1900-01-01 11:30:00
1983,1983,IDST, 190,Gardner,0209,F,11:15 - 12:05,23,1900-01-01 12:00:00,1900-01-01 12:50:00
820,820,COMM, 142,Gardner,0209,MWF,12:20 - 13:10,24,1900-01-01 13:20:00,1900-01-01 14:10:00
1334,1334,ECON, 410,Gardner,0209,F,13:25 - 14:15,37,1900-01-01 14:40:00,1900-01-01 15:30:00
1335,1335,ECON, 410,Gardner,0209,F,14:30 - 15:20,22,1900-01-01 16:00:00,1900-01-01 16:50:00
4156,4156,ECON, 700,Gardner,0210,MTuWThF,09:00 - 12:15,27,1900-01-01 09:00:00,1900-01-01 12:15:00
3185,3185,SOCI, 468,Gardner,0210,MWF,10:10 - 11:00,45,1900-01-01 12:45:00,1900-01-01 13:35:00
3183,3183,SOCI, 444,Gardner,0210,MWF,11:15 - 12:05,45,1900-01-01 14:05:00,1900-01-01 14:55:00
4157,4157,ECON, 700,Gardner,0210,MTuWThF,13:15 - 14:15,27,1900-01-01 15:25:00,1900-01-01 16:25:00
2596,2596,POLI, 281,Gardner,0307,MWF,09:05 - 09:55,32,1900-01-01 09:05:00,1900-01-01 09:55:00
1186,1186,ENGL, 146,Gardner,0307,MWF,11:15 - 12:05,36,1900-01-01 11:15:00,1900-01-01 12:05:00
1190,1190,ENGL, 148,Gardner,0307,MWF,12:20 - 13:10,34,1900-01-01 12:35:00,1900-01-01 13:25:00
1597,1597,GEOG, 392,Gardner,0308,MWF,09:05 - 09:55,33,1900-01-01 09:05:00,1900-01-01 09:55:00
1312,1312,ECON, 380,Gardner,0308,MWF,10:10 - 11:00,40,1900-01-01 10:25:00,1900-01-01 11:15:00
3148,3148,MNGT, 380,Gardner,0308,MWF,10:10 - 11:00,5,1900-01-01 11:45:00,1900-01-01 12:35:00
1311,1311,ECON, 345,Gardner,0308,MWF,11:15 - 12:05,40,1900-01-01 13:05:00,1900-01-01 13:55:00
3147,3147,MNGT, 345,Gardner,0308,MWF,11:15 - 12:05,5,1900-01-01 14:25:00,1900-01-01 15:15:00
1346,1346,ECON, 415,Gardner,0308,MWF,13:25 - 14:15,40,1900-01-01 15:45:00,1900-01-01 16:35:00
1927,1927,HIST, 373,Gardner,0309,MWF,10:10 - 11:00,43,1900-01-01 10:10:00,1900-01-01 11:00:00
2769,2769,PWAD, 373,Gardner,0309,MWF,10:10 - 11:00,6,1900-01-01 11:30:00,1900-01-01 12:20:00
3149,3149,MNGT, 410,Gardner,0309,MWF,11:15 - 12:05,22,1900-01-01 12:50:00,1900-01-01 13:40:00
3177,3177,SOCI, 410,Gardner,0309,MWF,11:15 - 12:05,24,1900-01-01 14:10:00,1900-01-01 15:00:00
1736,1736,HIST, 108,Genome Sciences Buil,1370,F,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
2885,2885,FREN, 101,Genome Sciences Buil,1370,MWF,10:10 - 11:00,17,1900-01-01 10:25:00,1900-01-01 11:15:00
2889,2889,FREN, 101,Genome Sciences Buil,1370,MWF,11:15 - 12:05,18,1900-01-01 11:45:00,1900-01-01 12:35:00
2944,2944,ITAL, 300,Genome Sciences Buil,1370,MWF,12:20 - 13:10,21,1900-01-01 13:05:00,1900-01-01 13:55:00
1735,1735,HIST, 108,Genome Sciences Buil,1373,F,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
2892,2892,FREN, 102,Genome Sciences Buil,1373,MWF,11:15 - 12:05,17,1900-01-01 11:15:00,1900-01-01 12:05:00
3014,3014,SPAN, 105,Genome Sciences Buil,1373,MWF,12:20 - 13:10,18,1900-01-01 12:35:00,1900-01-01 13:25:00
3017,3017,SPAN, 105,Genome Sciences Buil,1373,MWF,13:25 - 14:15,19,1900-01-01 13:55:00,1900-01-01 14:45:00
547,547,BIOL, 454,Genome Sciences Buil,1374,MWF,09:05 - 09:55,30,1900-01-01 09:05:00,1900-01-01 09:55:00
545,545,BIOL, 446,Genome Sciences Buil,1374,MWF,10:10 - 11:00,29,1900-01-01 10:25:00,1900-01-01 11:15:00
2719,2719,PSYC, 601,Genome Sciences Buil,1374,MWF,11:15 - 12:05,32,1900-01-01 11:45:00,1900-01-01 12:35:00
199,199,ANTH, 294,Genome Sciences Buil,1374,MWF,12:20 - 13:10,31,1900-01-01 13:05:00,1900-01-01 13:55:00
1981,1981,IDST, 190,Genome Sciences Buil,1378,F,09:05 - 09:55,16,1900-01-01 09:05:00,1900-01-01 09:55:00
481,481,BIOL, 202H,Genome Sciences Buil,1378,MWF,10:10 - 11:00,29,1900-01-01 10:25:00,1900-01-01 11:15:00
3040,3040,SPAN, 203,Genome Sciences Buil,1378,MWF,11:15 - 12:05,21,1900-01-01 11:45:00,1900-01-01 12:35:00
3181,3181,SOCI, 426,Genome Sciences Buil,G010,MWF,11:15 - 12:05,48,1900-01-01 11:15:00,1900-01-01 12:05:00
3162,3162,SOCI, 124,Genome Sciences Buil,G010,MWF,13:25 - 14:15,42,1900-01-01 13:25:00,1900-01-01 14:15:00
3241,3241,WGST, 124,Genome Sciences Buil,G010,MWF,13:25 - 14:15,5,1900-01-01 14:45:00,1900-01-01 15:35:00
3169,3169,SOCI, 172,Genome Sciences Buil,G010,MWF,15:35 - 16:25,45,1900-01-01 16:05:00,1900-01-01 16:55:00
588,588,CHEM, 101,Genome Sciences Buil,G100,MWF,09:05 - 09:55,421,1900-01-01 09:05:00,1900-01-01 09:55:00
590,590,CHEM, 101,Genome Sciences Buil,G200,MWF,08:00 - 08:50,193,1900-01-01 08:00:00,1900-01-01 08:50:00
466,466,BIOL, 202,Genome Sciences Buil,G200,MWF,09:05 - 09:55,227,1900-01-01 09:20:00,1900-01-01 10:10:00
446,446,BIOL, 201,Genome Sciences Buil,G200,MWF,10:10 - 11:00,206,1900-01-01 10:40:00,1900-01-01 11:30:00
492,492,BIOL, 252,Genome Sciences Buil,G200,MWF,11:15 - 12:05,129,1900-01-01 12:00:00,1900-01-01 12:50:00
493,493,BIOL, 252,Genome Sciences Buil,G200,MWF,11:15 - 12:05,122,1900-01-01 13:20:00,1900-01-01 14:10:00
465,465,BIOL, 202,Genome Sciences Buil,G200,MWF,12:20 - 13:10,224,1900-01-01 14:40:00,1900-01-01 15:30:00
447,447,BIOL, 201,Genome Sciences Buil,G200,MWF,13:25 - 14:15,191,1900-01-01 16:00:00,1900-01-01 16:50:00
29,29,SWAH, 401,Global Center,1005,MWF,09:05 - 09:55,22,1900-01-01 09:05:00,1900-01-01 09:55:00
31,31,SWAH, 403,Global Center,1005,MWF,10:10 - 11:00,26,1900-01-01 10:25:00,1900-01-01 11:15:00
